CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Chain Name,Chain ID,Number of Facilities in Chain,Chain Average Overall 5-star Rating,Chain Average Health Inspection Rating,Chain Average Staffing Rating,Chain Average QM Rating,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2/3 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2/3 Number of Complaint Health Deficiencies,Rating Cycle 2/3 Health Deficiency Score,Rating Cycle 2/3 Number of Health Revisits,Rating Cycle 2/3 Health Revisit Score,Rating Cycle 2/3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
65311,UPTOWN CARE CENTER,745 E 18TH AVE,DENVER,CO,80203,3038600500,150,Denver,For profit - Corporation,79,76.7,,Medicare and Medicaid,N,QL UPTOWN HEALTH CARE CENTER LLC,1993-07-01,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,N,,Y,N,N,Resident,Yes,4,,2,,5,,5,,,2,5,,,,1.97201,0.55808,0.72691,1.28499,3.25699,2.84226,0.43898,0.02717,29.787,,30,,0,,1.03752,0.75102,1.72967,0.65201,0.50899,2.89067,2.55648,2.61137,0.73901,0.96259,4.31297,3.76377,2023-11-30,8,7,1,68,1,0,68,2022-08-25,2,2,0,32,1,0,32,59,1,1,,1,12735,0,1,"745 E 18TH AVE,DENVER,CO,80203",39.7448,-104.98,,2025-09-01
65312,CROWLEY COUNTY NURSING CENTER,401 IDAHO AVE,ORDWAY,CO,81063,7192673561,120,Crowley,Non profit - Corporation,44,38.3,,Medicare and Medicaid,N,CROWLEY COUNTY NURSING CENTER,1993-05-01,,,,,,,,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,,2,3,,,,2.26199,0.66305,0.55773,1.22078,3.48278,3.0486,0.31328,0.00873,52.174,,50,,1,,1.19635,0.866,1.99445,0.75182,0.58691,3.33319,2.94785,2.5977,0.76145,0.64051,3.99966,3.50105,2024-02-27,7,7,0,48,1,0,48,2019-10-11,8,7,1,135,1,0,135,69.75,0,1,,0,0,0,0,"401 IDAHO AVE,ORDWAY,CO,81063",38.219,-103.75,,2025-09-01
65316,HILLCREST CARE CENTER,360 CANYON RIDGE DR,WRAY,CO,80758,9703324856,620,Yuma,Government - Hospital district,45,39,,Medicare and Medicaid,N,"WRAY COMMUNITY LONG TERM CARE, INC.",1994-01-01,,,,,,,,N,,N,N,N,Both,Yes,4,,4,,3,,4,,3,,4,,,,2.13869,0.55803,0.85628,1.41432,3.553,2.95078,0.60561,0.0092,56.25,,25,,1,,1.20629,0.87319,2.01102,0.75807,0.59179,3.36088,2.97233,2.43586,0.63557,0.97526,4.0467,3.36079,2024-10-03,6,5,1,32,1,0,32,2023-03-30,8,8,0,72,1,0,72,42,0,1,,5,49385.78,0,5,"360 CANYON RIDGE DR,WRAY,CO,80758",40.0556,-102.22,,2025-09-01
65318,IRONDALE POST ACUTE,7150 POPLAR ST,COMMERCE CITY,CO,80022,3032897110,0,Adams,For profit - Corporation,95,76.9,,Medicare and Medicaid,N,"WEST VAN BUREN HEALTHCARE, INC.",1994-02-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,,2,2,,,,1.72885,0.78898,0.43788,1.22686,2.95571,2.60816,0.31522,0.07883,58.73,,66.667,,1,,1.20799,0.87442,2.01385,0.75913,0.59262,3.36561,2.97652,1.9663,0.89735,0.49802,3.36167,2.96638,2023-12-14,10,9,9,76,1,0,76,2022-09-01,7,2,5,56,1,0,56,71,1,6,1,3,42663.17,1,4,"7150 POPLAR ST,COMMERCE CITY,CO,80022",39.8262,-104.91,,2025-09-01
65320,LITTLETON CARE AND REHABILITATION CENTER,5822 S LOWELL WAY,LITTLETON,CO,80123,3037982497,20,Arapahoe,For profit - Corporation,35,31.8,,Medicare and Medicaid,N,"LOWELL HEALTHCARE, INC.",1994-04-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,Y,N,N,Resident,Yes,2,,2,,4,,4,,3,,3,,,,2.3151,0.57427,0.91129,1.48556,3.80066,2.93374,0.69886,0.14872,48.387,,62.5,,,26,1.39869,1.01246,2.33177,0.87898,0.68618,3.89693,3.44641,2.27407,0.5641,0.89514,3.73331,2.88176,2024-01-09,6,3,3,44,1,0,44,2022-09-14,3,2,1,12,1,0,12,36,0,5,,1,7780.5,0,1,"5822 S LOWELL WAY,LITTLETON,CO,80123",39.6112,-105.03,,2025-09-01
65321,ARVADA CARE AND REHABILITATION CENTER,6121 W 60TH AVE,ARVADA,CO,80003,3034204550,290,Jefferson,For profit - Corporation,54,47.9,,Medicare and Medicaid,N,"ARVADA HEALTHCARE, INC.",1994-05-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,3,,2,,,,2.29533,0.5356,0.71811,1.25371,3.54904,2.92281,0.24695,0.19988,59.574,,81.818,,0,,1.39361,1.00878,2.3233,0.87578,0.68368,3.88276,3.43388,2.26288,0.52803,0.70796,3.49887,2.88149,2025-03-12,6,5,4,44,1,0,44,2023-08-17,8,7,1,36,1,0,36,42,0,3,,1,8017.75,0,1,"6121 W 60TH AVE,ARVADA,CO,80003",39.8055,-105.07,,2025-09-01
65322,JULIA TEMPLE HEALTHCARE CENTER,3401 S LAFAYETTE ST,ENGLEWOOD,CO,80113,3037610075,20,Arapahoe,For profit - Corporation,128,118.7,,Medicare and Medicaid,N,"CHATEAU JULIA HEALTHCARE, INC.",1994-04-15,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Both,Yes,3,,3,,4,,4,,4,,3,,,,2.56886,0.47327,0.64291,1.11618,3.68504,3.12789,0.25779,0.13515,32.743,,53.846,,0,,1.31615,0.95271,2.19417,0.8271,0.64568,3.66695,3.24302,2.68159,0.49404,0.67112,3.84676,3.26516,2024-12-10,9,9,2,60,1,0,60,2023-07-27,5,4,1,24,1,0,24,51,1,2,0,0,0,0,0,"3401 S LAFAYETTE ST,ENGLEWOOD,CO,80113",39.655,-104.97,,2025-09-01
65323,DENVER NORTH CARE CENTER,2201 N DOWNING ST,DENVER,CO,80205,3038614825,150,Denver,For profit - Limited Liability company,82,75,,Medicare and Medicaid,N,QL ROCKY MOUNTAIN LLC,1994-04-15,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,N,,N,N,N,Both,Yes,3,,2,,5,,5,,,2,3,,,,1.55463,0.89413,0.51489,1.40902,2.96366,2.60441,0.31229,0.01459,39.216,,62.5,,0,,1.09545,0.79296,1.82624,0.68841,0.53741,3.05206,2.69922,1.94981,1.12141,0.64577,3.71699,3.26642,2024-01-09,13,11,4,76,1,0,76,2022-09-15,10,10,0,72,1,0,72,75,6,2,0,0,0,0,0,"2201 N DOWNING ST,DENVER,CO,80205",39.7495,-104.97,,2025-09-01
65324,FRASIER MEADOWS HEALTH CARE CENTER,4950 THUNDERBIRD DR,BOULDER,CO,80303,3034998412,60,Boulder,Non profit - Church related,54,53.9,,Medicare and Medicaid,N,"FRASIER MEADOWS MANOR, INC.",1994-06-01,,,,,,,,Y,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,5,,,,3.11967,0.41039,1.0868,1.4972,4.61687,4.16525,0.76193,0.01172,34.545,,46.667,,0,,1.27509,0.92299,2.12572,0.8013,0.62554,3.55256,3.14186,3.36144,0.4422,1.17103,4.97466,4.48804,2024-04-16,1,1,0,20,1,0,20,2023-01-10,2,2,0,28,1,0,28,22,0,0,,11,87905.56,0,11,"4950 THUNDERBIRD DR,BOULDER,CO,80303",39.9956,-105.23,,2025-09-01
65325,MOUNT ST FRANCIS NURSING CENTER,7550 ASSISI HTS,COLORADO SPRINGS,CO,80919,7195981336,200,El Paso,Non profit - Corporation,110,95.4,,Medicare and Medicaid,N,CATHOLIC HEALTH INITIATIVES COLORADO,1994-07-01,COMMONSPIRIT HEALTH,151,19,3.1,2.6,3.3,3.9,N,,Y,N,N,Resident,Yes,2,,2,,2,,2,,,2,4,,,,2.28448,0.54429,1.21938,1.76367,4.04815,3.70527,0.96722,0.05917,,26,,26,2,,1.17037,0.84719,1.95113,0.73549,0.57417,3.26079,2.88382,2.68177,0.63894,1.43144,4.75216,4.34965,2025-03-06,4,4,1,20,1,0,20,2023-08-17,13,10,7,108,1,0,108,42,2,7,1,1,14521,0,1,"7550 ASSISI HTS,COLORADO SPRINGS,CO,80919",38.9475,-104.88,,2025-09-01
65327,JUNIPER VILLAGE - THE SPEARLY CENTER,2205 W 29TH AVE,DENVER,CO,80211,3034581112,150,Denver,For profit - Individual,135,115.8,,Medicare and Medicaid,N,"JUNIPER PARK, LP",1994-04-11,,,,,,,,N,SFF,N,N,N,Resident,Yes,,18,,18,,18,,18,,18,,18,,,1.80485,0.53736,0.65979,1.19715,3.002,2.61077,0.40239,0.00498,51.22,,43.478,,2,,0.9328,0.67522,1.55508,0.5862,0.45762,2.5989,2.29845,2.65832,0.79147,0.97179,4.42158,3.84535,2025-04-25,14,11,3,350,1,0,350,2024-05-23,19,13,12,436,1,0,436,371.5,2,15,,7,282802.34,1,8,"2205 W 29TH AVE,DENVER,CO,80211",39.7584,-105.01,,2025-09-01
65330,ARBOR VIEW CARE CENTER,7991 W 71ST AVE,ARVADA,CO,80004,3034033100,290,Jefferson,For profit - Corporation,110,106.3,,Medicare and Medicaid,N,ARBOR VIEW CARE CENTER LLC,1994-09-26,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,Y,,N,N,N,Both,Yes,3,,3,,5,,5,,,2,1,,,,2.04222,0.58461,0.5086,1.09321,3.13543,2.76418,0.39662,0.01779,70.874,,73.684,,0,,1.32663,0.9603,2.21164,0.83369,0.65083,3.69616,3.26885,2.115,0.60544,0.52672,3.24717,2.86268,2024-07-30,8,7,7,64,1,0,64,2023-03-16,6,5,1,56,1,0,56,62,0,9,,4,24865.1,0,4,"7991 W 71ST AVE,ARVADA,CO,80004",39.8256,-105.08,,2025-09-01
65331,LARCHWOOD INNS,2845 N 15TH ST,GRAND JUNCTION,CO,81506,9702450022,380,Mesa,For profit - Corporation,130,96.8,,Medicare and Medicaid,N,LARCHWOOD INNS INC,1994-09-22,,,,,,,,N,,Y,N,N,Resident,Yes,2,,2,,2,,1,,5,,3,,,,2.84121,0.61322,0.6863,1.29952,4.14073,3.47369,0.38663,0.01017,51.22,,57.692,,,26,1.27157,0.92044,2.11985,0.79909,0.62381,3.54275,3.13318,3.06987,0.66258,0.74154,4.47399,3.75325,2024-04-11,14,12,2,84,1,0,84,2022-12-22,8,4,4,128,1,0,128,95,4,6,,3,55630.25,0,3,"2845 N 15TH ST,GRAND JUNCTION,CO,81506",39.0924,-108.55,,2025-09-01
65332,LIFE CARE CENTER OF AURORA,14101 E EVANS AVE,AURORA,CO,80014,3037512000,20,Arapahoe,For profit - Limited Liability company,166,106.3,,Medicare and Medicaid,N,ARAPAHOE MEDICAL INVESTORS LLC,1994-11-11,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,4,,2,,5,,5,,5,,5,,,,2.41512,0.69846,0.98584,1.6843,4.09942,3.66163,0.75005,0.10236,28.829,,38.462,,0,,1.33569,0.96686,2.22675,0.83939,0.65527,3.7214,3.29118,2.48422,0.71844,1.01404,4.21671,3.76639,2024-02-27,10,10,0,60,1,0,60,2022-12-01,11,6,5,120,1,0,120,75,0,5,,3,48854.95,0,3,"14101 E EVANS AVE,AURORA,CO,80014",39.6781,-104.82,,2025-09-01
65337,UNIVERSITY HEIGHTS CARE CENTER,656 DILLON WAY,AURORA,CO,80011,3033440636,20,Arapahoe,For profit - Limited Liability company,105,85.3,,Medicare and Medicaid,N,"BIRCH CARE COMMUNITY, LLC",1995-03-01,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,N,,Y,N,N,Both,Yes,2,,1,,5,,5,,,2,4,,,,1.73133,0.62284,0.66843,1.29126,3.02259,2.56324,0.4035,0.01366,40.278,,50,,0,,1.1119,0.80487,1.85367,0.69875,0.54548,3.0979,2.73976,2.13929,0.7696,0.82593,3.73482,3.16723,2024-01-24,20,17,3,176,1,0,176,2022-09-29,16,14,2,179,1,0,179,176.75,3,1,,2,12993.5,0,2,"656 DILLON WAY,AURORA,CO,80011",39.7269,-104.82,,2025-09-01
65341,CASEY'S POND SENIOR LIVING,2855 OWL HOOT TRL,STEAMBOAT SPRINGS,CO,80487,9708798855,530,Routt,Non profit - Corporation,66,49.8,,Medicare and Medicaid,N,NORTHWEST COLORADO VISITING NURSE ASSOCIATION,1995-07-01,,,,,,,,Y,,N,N,Y,Resident,Yes,5,,5,,3,,4,,2,,4,,,,2.53322,1.26344,0.76708,2.03052,4.56373,3.74384,0.36171,0.09171,66.667,,50,,1,,1.18993,0.86134,1.98374,0.74778,0.58376,3.31528,2.93201,2.92489,1.45879,0.88568,5.26936,4.32269,2024-03-21,4,4,0,16,1,0,16,2019-10-31,5,5,0,32,1,0,32,20,0,0,,0,0,0,0,"2855 OWL HOOT TRL,STEAMBOAT SPRINGS,CO,80487",40.4516,-106.81,,2025-09-01
65344,"SUITES AT CLERMONT PARK CARE CENTER, THE",2480 S CLERMONT ST,DENVER,CO,80222,7209743700,150,Denver,Non profit - Corporation,63,58.5,,Medicare and Medicaid,N,CHRISTIAN LIVING NEIGHBORHOODS,1996-03-01,,,,,,,,Y,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,4,,,,2.54708,0.94762,1.0784,2.02602,4.5731,4.13671,0.79417,0.09527,50,,56.522,,,26,1.33199,0.96418,2.22058,0.83706,0.65346,3.7111,3.28207,2.62722,0.97744,1.11234,4.717,4.26687,2024-01-11,7,7,0,32,1,0,32,2022-09-15,4,4,1,40,1,0,40,34,0,1,0,1,15970.5,0,1,"2480 S CLERMONT ST,DENVER,CO,80222",39.6713,-104.94,,2025-09-01
65345,"SUITES AT SOMEREN GLEN CARE CENTER, THE",5000 E ARAPAHOE RD,CENTENNIAL,CO,80122,3037795000,20,Arapahoe,Non profit - Corporation,109,83.4,,Medicare and Medicaid,N,CHRISTIAN LIVING NEIGHBORHOODS,1996-03-01,,,,,,,,Y,,N,N,N,Both,Yes,3,,3,,4,,3,,4,,4,,,,2.70699,1.01611,0.96473,1.98083,4.68782,4.24899,0.78391,0.08287,61.314,,60,,0,,1.39639,1.0108,2.32794,0.87753,0.68505,3.89052,3.44074,2.6634,0.99974,0.94919,4.61234,4.18057,2024-04-25,8,6,2,52,1,0,52,2020-02-12,8,5,3,100,1,0,100,64,0,7,1,2,57359.25,1,3,"5000 E ARAPAHOE RD,CENTENNIAL,CO,80122",39.5951,-104.93,,2025-09-01
65347,"VALLEY VIEW HEALTH CARE CENTER, INC",2120 N 10TH ST,CANON CITY,CO,81212,7192757569,210,Fremont,For profit - Partnership,60,57.5,,Medicare and Medicaid,N,"CAMELOT HEALTH CARE, INC",1996-04-15,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,N,,Y,N,N,Resident,Yes,1,,1,,4,,4,,,2,3,,,,1.91157,0.66221,0.60808,1.2703,3.18187,2.70657,0.42151,0.01988,65.625,,60,,1,,1.08644,0.78644,1.81122,0.68275,0.53299,3.02696,2.67702,2.41736,0.83743,0.76898,4.02377,3.42271,2024-05-15,12,6,9,104,1,0,104,2023-01-24,22,20,3,152,1,0,152,116,9,11,,3,21689.85,0,3,"2120 N 10TH ST,CANON CITY,CO,81212",38.4596,-105.24,,2025-09-01
65351,HOLLY CARE CENTER,320 N 8TH ST,HOLLY,CO,81047,7195376555,490,Prowers,For profit - Limited Liability company,45,27.7,,Medicare and Medicaid,N,"HOLLY NURSING CARE CENTER, INC.",1996-06-01,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,,2,4,,,,1.75297,0.6182,0.80323,1.42143,3.1744,2.90902,0.46872,0.03804,44.444,,20,,0,,1.14477,0.82865,1.90845,0.7194,0.56161,3.18946,2.82073,2.10385,0.74194,0.96401,3.8098,3.49129,2024-08-28,3,3,0,16,1,0,16,2023-03-30,5,5,0,48,1,0,48,24,0,0,,0,0,0,0,"320 N 8TH ST,HOLLY,CO,81047",38.0559,-102.13,,2025-09-01
65354,COLOROW HEALTH CARE LLC,885 S HWY 50 BUSINESS LOOP,OLATHE,CO,81425,9703235504,420,Montrose,For profit - Corporation,82,61,,Medicare and Medicaid,N,"COLOROW HEALTH CARE, LLC",1996-09-01,VIVAGE SENIOR LIVING,552,17,3.2,2.6,3.1,4.6,N,,Y,N,N,Both,Yes,2,,2,,4,,3,,4,,4,,,,2.61761,1.0954,0.5571,1.6525,4.27011,3.73501,0.35808,0.07037,43.077,,30,,0,,1.35761,0.98272,2.26328,0.85316,0.66602,3.78246,3.34518,2.64904,1.10855,0.56379,4.32138,3.77985,2024-03-27,8,5,3,68,1,0,68,2019-11-21,5,4,1,36,1,0,36,60,4,1,0,1,10058.75,0,1,"885 S HWY 50 BUSINESS LOOP,OLATHE,CO,81425",38.6111,-107.98,,2025-09-01
65355,SHARMAR VILLAGE SENIOR CARE COMMUNITY,1209 W ABRIENDO AVE,PUEBLO,CO,81004,7195441173,500,Pueblo,For profit - Limited Liability company,59,46.5,,Medicare and Medicaid,N,"CONTINUUM AT SHARMAR, INC.",1996-12-18,,,,,,,,Y,,N,N,N,Resident,Yes,3,,2,,5,,5,,,2,3,,,,2.38799,0.1065,1.15381,1.26031,3.64831,3.29549,0.90738,0.01692,51.613,,33.333,,0,,1.43788,1.04083,2.3971,0.9036,0.7054,4.00611,3.54297,2.28175,0.10176,1.10248,3.48599,3.14887,2025-02-27,4,4,1,32,1,0,32,2023-08-14,14,13,1,223,1,0,223,79.75,0,5,,3,60401.25,0,3,"1209 W ABRIENDO AVE,PUEBLO,CO,81004",38.2695,-104.64,,2025-09-01
65356,LIFE CARE CENTER OF COLORADO SPRINGS,2490 INTERNATIONAL CIR,COLORADO SPRINGS,CO,80910,7196308888,200,El Paso,For profit - Corporation,121,84.4,,Medicare and Medicaid,N,"COLORADO SPRINGS MEDICAL INVESTORS, LLC",1997-01-08,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,5,,5,,4,,4,,3,,5,,,,2.22668,0.67856,1.26819,1.94675,4.17344,3.81236,0.8942,0.13113,41.237,,37.931,,0,,1.3756,0.99574,2.29327,0.86446,0.67485,3.83258,3.3895,2.22395,0.67773,1.26663,4.16831,3.80767,2024-04-16,2,2,0,8,1,0,8,2023-01-19,6,2,4,24,1,0,24,12,0,2,,0,0,0,0,"2490 INTERNATIONAL CIR,COLORADO SPRINGS,CO,80910",38.8296,-104.78,,2025-09-01
65358,LIFE CARE CENTER OF WESTMINSTER,7751 ZENOBIA CT,WESTMINSTER,CO,80030,3034129121,0,Adams,For profit - Corporation,120,76.5,,Medicare and Medicaid,N,"WESTMINSTER MEDICAL INVESTORS, LLC",1997-05-20,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,Y,N,Resident,Yes,4,,3,,5,,5,,5,,3,,,,2.08437,0.93372,0.89265,1.82637,3.91074,3.41792,0.72075,0.09472,71.875,,75.758,,0,,1.32159,0.95665,2.20324,0.83052,0.64835,3.68212,3.25644,2.16688,0.97068,0.92799,4.06554,3.55322,2023-08-17,10,8,2,52,1,0,52,2022-05-12,9,8,1,104,1,0,104,65,1,5,,1,8823.75,0,1,"7751 ZENOBIA CT,WESTMINSTER,CO,80030",39.8373,-105.05,,2025-09-01
65359,BENT COUNTY HEALTHCARE CENTER,810 3RD ST,LAS ANIMAS,CO,81054,7194561340,50,Bent,Government - County,56,48.1,,Medicare and Medicaid,N,BENT COUNTY MEMORIAL NURSING HOME,1997-07-11,,,,,,,,N,,N,N,N,Resident,Yes,5,,3,,5,,5,,5,,5,,,,2.85151,0.15749,1.17805,1.33554,4.18705,3.75398,1.02826,0.00481,32,,8.333,,0,,1.16425,0.84276,1.94094,0.73165,0.57117,3.24376,2.86875,3.36499,0.18585,1.39019,4.94103,4.42997,2025-05-01,4,3,1,44,1,0,44,2023-08-24,16,16,0,136,1,0,136,67,0,2,,1,13442,0,1,"810 3RD ST,LAS ANIMAS,CO,81054",38.0704,-103.23,,2025-09-01
65360,FOWLER HEALTH CARE,221 2ND ST,FOWLER,CO,81039,7192634234,440,Otero,For profit - Corporation,45,35.9,,Medicare and Medicaid,N,"FOWLER HEALTH CARE CENTER, INC.",1997-06-23,,,,,,,,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,,2,2,,,,2.34357,0.65335,0.7147,1.36805,3.71163,2.94524,0.62314,0.00743,,26,,26,,26,1.36812,0.99033,2.28081,0.85977,0.67118,3.81176,3.37109,2.35348,0.65611,0.71772,3.72732,2.95769,2024-03-13,6,6,0,56,1,0,56,2019-12-18,4,4,0,40,1,0,40,52,0,0,,0,0,0,0,"221 2ND ST,FOWLER,CO,81039",38.129,-104.02,,2025-09-01
65361,BROOKSIDE INN,1297 S PERRY ST,CASTLE ROCK,CO,80104,3036882500,170,Douglas,For profit - Limited Liability company,126,101.7,,Medicare and Medicaid,N,BSMC LIMITED LIABILITY COMPANY,1997-09-05,,,,,,,,N,,Y,N,N,Resident,Yes,2,,2,,3,,3,,4,,3,,,,2.68243,0.79121,0.84,1.63121,4.31363,4.11435,0.63766,0.0656,72.917,,77.778,,,26,1.27461,0.92264,2.12492,0.801,0.62531,3.55122,3.14067,2.8914,0.85285,0.90544,4.64968,4.43487,2024-02-08,4,2,2,44,1,0,44,2022-11-03,11,11,0,76,1,0,76,52,2,0,,2,17348.5,0,2,"1297 S PERRY ST,CASTLE ROCK,CO,80104",39.3656,-104.86,,2025-09-01
65366,PINE RIDGE REHABILITATION AND HEALTHCARE CENTER,119 BASTILLE DR,PAGOSA SPRINGS,CO,81147,9707314330,30,Archuleta,For profit - Corporation,60,46.2,,Medicare and Medicaid,N,PINE RIDGE REHABILITATION AND HEALTHCARE CENTER LLC,1998-01-16,CENTENNIAL HEALTHCARE,750,7,3.4,3,2.1,3.9,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,2,,,,1.71665,0.4789,0.63743,1.11634,2.83299,2.41486,0.49048,0.11314,39.394,,42.857,,2,,1.35393,0.98006,2.25716,0.85085,0.66422,3.77223,3.33613,1.74197,0.48597,0.64684,2.87478,2.45048,2024-01-10,4,4,0,24,1,0,24,2022-09-15,10,10,0,96,1,0,96,42,0,0,,2,24390.6,0,2,"119 BASTILLE DR,PAGOSA SPRINGS,CO,81147",37.2552,-107.08,,2025-09-01
65367,"VILLAGE CARE AND REHABILITATION CENTER, THE",9221 WADSWORTH PKWY,WESTMINSTER,CO,80021,3034032900,290,Jefferson,Non profit - Church related,60,56.5,,Medicare and Medicaid,N,COVENANT LIVING OF COLORADO,1998-03-25,COVENANT LIVING,168,15,4.2,3.9,4.2,3.7,Y,,N,N,N,Resident,Yes,2,,2,,3,,3,,3,,4,,,,2.30526,0.51024,0.88648,1.39672,3.70198,3.48306,0.82961,0.06893,43.636,,46.667,,1,,1.21449,0.87912,2.02468,0.76322,0.59581,3.38371,2.99252,2.60786,0.57721,1.00285,4.18792,3.94027,2024-12-19,4,3,1,36,1,0,36,2023-06-21,14,6,10,203,1,0,203,77.75,0,11,0,1,23480,0,1,"9221 WADSWORTH PKWY,WESTMINSTER,CO,80021",39.8639,-105.08,,2025-09-01
65368,LIFE CARE CENTER OF GREELEY,4800 W 25TH ST,GREELEY,CO,80634,9703306400,610,Weld,For profit - Corporation,124,73.8,,Medicare and Medicaid,N,"WELD LTC INVESTORS, LLC",1998-04-29,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,,,1.75251,1.11597,0.70558,1.82156,3.57407,3.09204,0.31517,0.06828,41.558,,9.091,,0,,1.67436,1.21201,2.79135,1.05222,0.82142,4.66499,4.12568,1.43803,0.91572,0.57897,2.93272,2.53719,2024-07-16,4,4,0,48,1,0,48,2023-02-14,1,1,0,4,0,0,4,37,0,0,,1,12285,0,1,"4800 W 25TH ST,GREELEY,CO,80634",40.3973,-104.76,,2025-09-01
65370,LIFE CARE CENTER OF LITTLETON,1500 W MINERAL AVE,LITTLETON,CO,80120,3037957300,20,Arapahoe,For profit - Corporation,120,95.2,,Medicare and Medicaid,N,"ARAPAHOE LTC INVESTORS, LLC",1998-06-11,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,4,,4,,,,2.08388,1.37437,0.70674,2.08111,4.16499,3.73977,0.50379,0.14397,53.782,,45,,0,,1.37849,0.99784,2.29809,0.86628,0.67627,3.84063,3.39662,2.07695,1.36981,0.70439,4.15115,3.72734,2024-11-07,14,14,1,88,1,0,88,2023-05-18,6,5,1,52,1,0,52,79,0,2,,1,7900.75,0,1,"1500 W MINERAL AVE,LITTLETON,CO,80120",39.5735,-105.01,,2025-09-01
